provider_name,type_of_care,address,city,state,zip,phone
Woodcrest Pre-school,Child Care Center,21772 Lake Forest Drive,Lake Forest,CA,92630,(949) 859-0805
Jacquelynn Miller,Family Child Care Home,,San Diego,CA,92114,(619) 501-1290
SJB - Cherrywood Extended Day Care,Child Care Center,2550 Greengate Dr,San Jose,CA,95132,(408) 414-2700
Center for Early Intervention on Deafness,Child Care Center,1035 Grayson St,Berkeley,CA,94710,(510) 848-4800
The Lighthouse Church Preschool,Child Care Center,1511 20th Street,Santa Monica,CA,90404,(310) 829-2828
KMS Summer Camp,Child Care Center,1335 Guerrero St,San Francisco,CA,94131,(415) 821-0130
El Conejito Español ,Family Child Care Home,,Sunnyvale,CA,94089,(408) 598-0138
Jernigan Family Child Care,Family Child Care Home,,Perris,CA,92571,(951) 259-7702
Brighter Beginnings,Child Care Center,1128 W. 7th St.,San Pedro,CA,90731,(310) 832-8606
The Right Track Preschool and Child Care,Child Care Center,6245 Palm Ave,San Bernardino,CA,92407,(909) 726-1128
Toddler Tech Inc,Child Care Center,2213 G Street,Bakersfield,CA,93301,(661) 861-8324
Gomez Family Child Care,Family Child Care Home,,Chula Vista,CA,91913,(619) 606-6205
Alvarez-Dennis Rosalva Family Child Care,Family Child Care Home,,Chula Vista,CA,91911,(619) 726-7771
Molina Family Child Care,Family Child Care Home,,Murrieta,CA,92563,(951) 813-0536
Growing Brilliant Natomas,Child Care Center,2036 Club Center Drive,Sacramento,CA,95835,(916) 900-4222
Ryan Ranch Children's Center,Child Care Center,0 Justin Court,Monterey,CA,93940,(831) 647-9556
UCB- Clark Kerr Preschool,Child Care Center,2601 Warring Street Bldg 15,Berkeley,CA,94720,(510) 643-1482
Little People's Learning Land,Family Child Care Home,,Sacramento,CA,95864,(916) 971-1563
Terrific Kids Child Care,Family Child Care Home,,Castaic,CA,91384,(661) 373-8107
Viramontes Family Child Care,Family Child Care Home,,Huntington Park,CA,90255,(323) 585-6927
Little Einsteins Montessori Preschool,Child Care Center,24 North 5th St.,San Jose,CA,95112,(408) 280-5367
Nunez Barbara Family Child Care,Family Child Care Home,,Spring Valley,CA,91977,(858) 230-2154
Park Montessori Childrens Park,Child Care Center,13130 Herrick ave.,Sylmar,CA,91342,(818) 367-5483
La Petite Academy,Child Care Center,2055 Occidental Rd.,Santa Rosa,CA,95401,(707) 573-1623
Palenzuela Child Care,Family Child Care Home,,San Jacinto,CA,92582,(951) 692-9542
Saint Charles Catholic Preschool,Child Care Center,980 Saturn Boulevard,San Diego,CA,92154,(619) 423-0784
Babalous Home DayCare,Family Child Care Home,,Modesto,CA,95350,(209) 900-1221
Adventure Club - Diamond Creek ,Child Care Center,3151 Hopscotch Lane,Roseville,CA,95747,(916) 746-1260
Montessori School of Oceanside #3,Child Care Center,3965 Mission Ave Ste. 4-5,Oceanside,CA,92058,(760) 722-0243
"Chen, Xiaoli Family Child Care",Family Child Care Home,,San Francisco,CA,94112,(415) 806-6988
"Hanshew, Megan Family Child Care",Family Child Care Home,,San Diego,CA,92114,(619) 474-0813
Buhach Preschool,Child Care Center,3190 Collins Dr.,Merced,CA,95348,(209) 626-5741
Corner Clubhouse Daycare,Family Child Care Home,,Selma,CA,93662,(559) 355-8287
Montessori Explorer,Child Care Center,271 East J St.,Chula Vista,CA,91910,(619) 425-3300
Montessori School of San Clemente,Child Care Center,1141 Puerta Del Sol,San Clemente,CA,92673,(949) 276-4160
Happy Harbor Preschool,Child Care Center,1530 North Wilmington Blvd,Wilmington,CA,90744,(310) 835-5665
Pine Top Montessori,Child Care Center,6526 Pony Express Trail,Pollock Pines,CA,95726,(530) 903-3106
"Indian Valley Kids Only Club, Inc",Child Care Center,551 Marshall Dr.,Walnut Creek,CA,94598,(925) 943-7957
Alejandra Resendiz Family Child Care,Family Child Care Home,,Sanger,CA,93657,(559) 907-1743
Kids Corner Inc,Child Care Center,4044 Lark Street,San Diego,CA,92103,(619) 295-8344
Mission Viejo Montessori,Child Care Center,"23581 Madero, #108",Mission Viejo,CA,92691,(949) 770-1093
The Gift of Kids,Child Care Center,5130 Golden Foothill Pkwy,El Dorado Hills,CA,95762,(916) 521-1835
Copley-Price Family YMCA McKinley,Child Care Center,3045 Fenton St.,San Diego,CA,92104,(619) 280-9622
Copley-Price Family YMCA- Franklin,Child Care Center,4481 Copeland Ave.,San Diego,CA,92116,(619) 280-9622
Laura Suleica Sanchez,Family Child Care Home,,Hemet,CA,92544,(951) 526-4667
"Lacanienta, Merlyn Family Child Care",Family Child Care Home,,San Diego,CA,92126,(858) 472-3903
7th Street Star,Child Care Center,1570 W 7th Street,San Pedro,CA,90732,(310) 987-1837
YMCA of Metro L.A. - Castlebay Elementary ,Child Care Center,19008 Castlebay Lane,Porter Ranch,CA,91326,(818) 368-3231
Ariana Tapia Hernandez,Family Child Care Home,,San Diego,CA,92105,(619) 341-9739
Inspirations Preschool Center,Child Care Center,925 Vine Street,Paso Robles,CA,93446,(805) 288-6888
Jacky's Daycare,Family Child Care Home,,Elk Cerove,CA,95757,(916) 626-1675
Little Rascals Daycare Place,Family Child Care Home,,Vacaville,CA,95687,(707) 685-4213
Bonnie Academy,Child Care Center,534 W Glenoaks Blvd,Glendale,CA,91202,(818) 244-3241
Tram Nguyen Home Family Daycare,Family Child Care Home,,Fresno,CA,93720,(559) 435-5320
Baby Yale Academy,Child Care Center,5521 Lone Tree Way Suite C100,Brentwood,CA,94513,(925) 308-7693
"Palma, Lizbeth Family Child Care",Family Child Care Home,,San Diego,CA,92154,(619) 929-4003
Growing Time Montessori School,Child Care Center,248 S. Mission Dr,San Gabriel,CA,91776,(626) 281-6510
Lekeitha Garrick,Family Child Care Home,,Lakeside,CA,92040,(413) 221-3365
Rainbow Kids Academy,Child Care Center,12914 Hazel Av,Garden Grove,CA,92841,(714) 638-8210
SAY-Dingeman Annex Extended Day Program,Child Care Center,11843 Scripps Creek Dr,San Diego,CA,92131,(858) 565-4148
Sunshine Daycare,Family Child Care Home,,Berkeley,CA,94702,(510) 334-7956
Bella Mente Academy Star,Child Care Center,1737 West Vista Way,Vista,CA,92083,(619) 756-1813
"Araya, Freweini Child Care",Family Child Care Home,,San Diego,CA,92139,(619) 888-4774
Quiroz Family Child Care,Family Child Care Home,,Wildomar,CA,92595,(951) 446-6551
Burbank Community YMCA,Child Care Center,332 E. San Jose Ave,Burbank,CA,91502,(818) 562-5461
La Crescenta Presbyterian Center For Children,Child Care Center,2901 Montrose Ave,La Crescenta,CA,91214,(818) 249-8124
Sandra's Family Home Daycare,Family Child Care Home,,San Diego,CA,92113,(619) 795-1660
Elizabeth Mateos Family Child Care,Family Child Care Home,,San Diego,CA,92154,(619) 271-7594
Maria A Perez Family Child Care,Child Care Center,982 Rosewood Ave,Sanger,CA,93657,(559) 417-0691
Foster City Pre-School Day Care Center,Child Care Center,1685 Eisenhower St,San Mateo,CA,94403,(650) 341-2041
Westlake Charter School,Child Care Center,2680 Mabry Dr,Sacramento,CA,95835,(916) 567-5768
YMCA Of Orange/ Sunshine,Child Care Center,2241 E Palmyra Ave,Orange,CA,92869,(714) 633-9622
Nancy Fuller Children's University Inc,Child Care Center,7901 N. Cedar Ave,Fresno,CA,93720,(559) 447-5865
Carmella Carrera,Family Child Care Home,,Fallbrook,CA,92028,(760) 622-2421
Little Lamb Land Christian Preschool,Child Care Center,4168 Market St,San Diego,CA,92102,(619) 838-5732
SRVSACCA - Kids Country - Bollinger Canyon,Child Care Center,2300 Talavera Dr,San Ramon,CA,94583,(925) 743-9108
Kids Camp Daycare ,Family Child Care Home,,Sacramento,CA,95834,(916) 320-6341
Right At School At Evans Ranch Elementary School,Child Care Center,30461 Evans Rd,Menifee,CA,92584,(773) 584-1343
Children's Academy ,Child Care Center,2960 Oceanside Blvd Ste 2,Oceanside,CA,92054,(760) 721-2627
Lori Phillips,Family Child Care Home,,Aliso Viejo,CA,92656,(949) 633-1305
Bee Z Kids Family Daycare,Family Child Care Home,,San Diego,CA,92113,(619) 206-3757
Tanya's Family Childcare,Family Child Care Home,,Chula Vista,CA,91911,(619) 623-2994
Miller & Carter Family Child Care,Family Child Care Home,,Lemon Grove,CA,91945,(619) 698-5407
Montessori Hills Academy,Child Care Center,612 Paseo Del Rey,Chula Vista,CA,91910,(619) 421-2249
Stepping Stones To Milestones,Family Child Care Home,,San Diego,CA,92139,(619) 530-1177
Montessori Of Valencia,Child Care Center,24925 Anza Drive,Valencia,CA,91355,(661) 257-4161
Montessori Scotts Valley,Child Care Center,123 S Navarra Dr,Scotts Valley,CA,95066,(831) 439-9625
Abdel-Wahed Family Child Care,Family Child Care Home,,Murrieta,CA,92563,(757) 816-0129
Educare Preschool,Child Care Center,5730 South St,Lakewood,CA,90713,(562) 461-7311
Rosalinda Leon Family Child Care,Family Child Care Home,,San Diego,CA,92114,(619) 262-0888
Genius Kids - Pleasanton Bernal,Child Care Center,3550 Bernal Ave Ste 100B,Pleasanton,CA,94566,(925) 425-7530
Sheldon Acres Child Development Center,Child Care Center,10393 Pleasant Grove School Rd,Elk Grove,CA,95624,(916) 686-8344
YMCA Marblehead Childcare Center ,Child Care Center,2409 Via Turqueza,San Clemente,CA,92673,(949) 542-3904
Little Scholars Child Care Learning Center ,Child Care Center,17329 Los Angeles St,Yorba Linda,CA,92886,(714) 524-5437
Happy Snowman Childcare,Family Child Care Home,,San Diego,CA,92113,(619) 399-8167
Adventure Club - Orchard Ranch ,Child Care Center,4375 Brookstone Drive,Roseville,CA,95747,(916) 746-1260
Bonanza Preschool,Child Care Center,14623 Bonanza Rd,Victorville,CA,92392,(760) 241-7800
Miss Debbie's Daycare,Family Child Care Home,,Murrieta,CA,92563,(951) 304-0344
Muni's Family Childcare,Family Child Care Home,,San Diego,CA,92115,(619) 782-1206
Play and Learn ,Child Care Center,1898 Pleasant Hill Rd,Pleasant Hill,CA,94523,(925) 943-7007
Turpel Family Child Care Home,Family Child Care Home,,Santa Rosa,CA,95401,(707) 478-9295
St. Thomas Episcopal Preschool,Child Care Center,44651 Avenida De Missiones,Temecula,CA,92592,(951) 302-8498
Our Little Angels Family Childcare,Family Child Care Home,,Jamul,CA,91935,(619) 669-6475
Ready Set Go Children's Center,Child Care Center,4404 San Juan Ave,Fair Oaks,CA,95628,(916) 967-0100
Montessori School of Central Marin,Child Care Center,321 Auburn St,San Rafael,CA,94901,(415) 456-1748
Maricela Guzman,Family Child Care Home,,Galt,CA,95632,(209) 744-2964
M & M Family Child Care,Family Child Care Home,,Oxnard,CA,93035,(805) 253-8094
Rodriguez Family Home Daycare,Family Child Care Home,,Los Angeles,CA,90003,(323) 615-4732
San Francisco Montessori Academy,Child Care Center,1283 22nd Ave,San Francisco,CA,94122,(415) 759-5710
STAR Foskett,Child Care Center,1561 Joiner Parkway,Lincoln,CA,95648,(916) 434-5884
Shining Stars Preschool and Infant Center,Child Care Center,2480 Las Posas Rd. Ste C,Camarillo,CA,93010,(805) 987-2132
La Habra Montessori Preschool,Child Care Center,230 S. Idaho St.,La Habra,CA,90631,(562) 691-6450
Innovative Scholar Academy Preshool,Child Care Center,9624 Melrose Ave,Elk Grove,CA,95624,(408) 910-9921
Nana's Daycare and Learning Center,Family Child Care Home,,Pittsburg,CA,94565,(925) 643-5246
Little Pioneers Preschool ,Child Care Center,2225 W. Victoria Dr.,Alpine,CA,91901,(619) 445-2072
Acorn Learning Center,Child Care Center,17025 Bollinger Canyon Rd,San Ramon,CA,94582,(925) 560-6488
Sydne Berry,Family Child Care Home,,Brentwood,CA,94513,(925) 331-7500
Me My Family Childcare,Family Child Care Home,,Newbury Park,CA,91320,(805) 294-7655
Kids Inc Preschool and Discovery Center,Child Care Center,250 Palladio Pkwy #1301,Folsom,CA,95630,(916) 805-5961
Children's Learning Center,Child Care Center,750 Sierra Ave,Clovis,CA,93612,(559) 298-7800
Forever Young Infant Care Center ,Child Care Center,1209 P St #12,Sacramento,CA,95814,(916) 446-4246
Right At School at Ridgemoor Elementary School,Child Care Center,25455 Ridgemoor Rd,Sun City,CA,92586,(773) 584-1343
Right At School at Herk Bouris Elementary School,Child Care Center,34257 Kalanchoe Rd,Lake Elsinore,CA,92532,(773) 584-1343
Urizar Family Child Care,Family Child Care Home,,Los Angeles,CA,90062,(323) 815-5336
"Gooden, Shanice Family Child Care",Family Child Care Home,,Chula Vista,CA,91913,(760) 822-5300
Bravo Family Child Care,Family Child Care Home,,Indio,CA,92203,(760) 342-9793
Mallison Family Child Care,Family Child Care Home,,Murrieta,CA,92563,(619) 784-9335
Genius Kids Tracy,Child Care Center,1960 W Grant Line Road,Tracy,CA,95376,(209) 834-5383
YMCA of Metro LA- Germain St Elementary,Child Care Center,20730 Germain St,Chatsworth,CA,91311,(818) 368-3231
Saint Andrew's Preschool,Child Care Center,1600 Santa Lucia Ave,San Bruno,CA,94066,(650) 273-4415
Camp Kissick,Family Child Care Home,,Thousand Oaks,CA,91360,(805) 373-1486
Claremont United Church Of Christ Early Childhood Center,Child Care Center,233 W Harrison Ave,Claremont,CA,91711,(909) 624-2916
Cherry Blossom Childcare & Preschool,Child Care Center,906 S Grand Ave,Glendora,CA,91740,(626) 335-5500
Boulevard Nursery School And Kindergarten,Child Care Center,23022 Victory Blvd,Woodland Hills,CA,91367,(818) 883-0607
YMCA Of Metro LA - Harding Site,Child Care Center,13060 Harding St,Sylmar,CA,91342,(818) 368-3231
Karen Petty,Family Child Care Home,,Fair Oaks,CA,95628,(916) 965-0934
Christ Lutheran Church,Child Care Center,25817 Tournament Rd,Valencia,CA,91355,(661) 259-0302
Leticia Hernandez,Child Care Center,15620 W El Mar Ave,Kerman,CA,93630,(559) 567-4434
Michel Family Child Care,Family Child Care Home,,El Cajon,CA,92021,(619) 985-0972
Linda Lima,Family Child Care Home,,Carlsbad,CA,92009,(760) 633-2229
Thompson Family Child Care,Family Child Care Home,,Temecula,CA,92591,(951) 404-7415
Kidz World Academy,Child Care Center,1602 S. El Camino Real,Oceanside,CA,92056,(760) 433-9944
South Coast YMCA - Marion Bergeson Elementary ,Child Care Center,25306 Rancho Niguel Rd,Laguna Niguel,CA,92677,(949) 542-3904
Capistrano Beach Cities YMCA - Concordia,Child Care Center,3120 Avenue Del Presidente,San Clemente,CA,92672,(949) 542-3904
Lisa J. Mails Elementary School,Child Care Center,35185 Briggs Rd,Murrieta,CA,92563,(951) 696-1600
Next Generation Educational Center ,Child Care Center,2860 Thunder Dr,Oceanside,CA,92056,(760) 295-0870
Mission Valley YMCA - Old Town Academy,Child Care Center,2120 San Diego Avenue,San Diego,CA,92110,(619) 298-3576
Mission Valley YMCA - Bay Park,Child Care Center,2433 Denver Street,San Diego,CA,92110,(619) 298-3576
A Kids Life,Child Care Center,308 Sutter St.,Roseville,CA,95678,(916) 786-3660
Thoss Family Child Care ,Family Child Care Home,,Chino,CA,91710,(909) 465-1132
Acuna Family Child Care ,Family Child Care Home,,Ontario,CA,91761,(909) 923-7754
St Paul Lutheran Child Development Center,Child Care Center,1073 El Monte Ave,Mountain View,CA,94040,(650) 969-2696
Cornerstone Academy,Child Care Center,801 Silver Ave.,San Francisco,CA,94134,(415) 587-7256
Kidz-R-Us,Family Child Care Home,,Oakley,CA,94561,(925) 727-1983
St. Rose-McCarthy School Day Care Program,Child Care Center,1019 N Harris St,Hanford,CA,93230,(559) 584-5218
Barajas Family Child Care,Family Child Care Home,,San Bernardino,CA,92407,(909) 725-7305
Jewish Community Center Of San Francisco,Child Care Center,3195 California St,San Francisco,CA,94118,(415) 292-1250
Peregrine School- South,Child Care Center,2650 Lillard Dr,Davis,CA,95618,(530) 753-5500
Jewish Community Center-M. Larry Lawrence Branch,Child Care Center,4126 Executive Dr,La Jolla,CA,92037,(858) 362-1146
Kelly's Home Daycare,Family Child Care Home,,Chula Vista,CA,91913,(619) 271-4050
The Growing Patch Private Preschool,Child Care Center,5560 W. Spruce Ave,Fresno,CA,93722,(559) 435-4934
Kid's Care - Buena Vista Elementary,Child Care Center,1330 Buena Vista Way,Carlsbad,CA,92008,(760) 929-1555
Logue Family Child Care,Family Child Care Home,,Lompoc,CA,93436,(805) 735-2414
Right at School at Harvest Hill Steam Academy,Child Care Center,31599 Pat Rd,Winchester,CA,92596,(773) 584-1343
"Gavin, Jovana Family Child Care",Family Child Care Home,,San Diego,CA,92114,(619) 701-5397
Tri-Valley Montessori School,Child Care Center,1272 N Livermore Ave,Livermore,CA,94551,(925) 455-8021
Monarch Montessori Preschool,Child Care Center,9282 Main St,Plymouth,CA,95669,(209) 418-5630
McClendon Family Child Care,Family Child Care Home,,Perris,CA,92571,(323) 877-6264
Say-Tierrasanta Extended Day Program ,Child Care Center,5450 La Cuenta,San Diego,CA,92124,(858) 380-8807
Gisler Child Development Center ,Child Care Center,18715 Las Flores,Fountain Valley,CA,92708,(714) 962-4072
SAY-Sunset View Extended Day Program,Child Care Center,4365 Hill St,San Diego,CA,92107,(858) 610-0847
Hearts And Hands Christian Childcare And Preschool,Child Care Center,401 Llewellyn Ave,Campbell,CA,95008,(408) 412-8823
Oakhill Academy,Child Care Center,29275 Santiago Rd,Temecula,CA,92592,(951) 506-0944
Adventure Kids,Child Care Center,880 Manzanita Dr,Los Osos,CA,93402,(323) 509-6716
St Francis of Assisi School Falcon's Nest Extended Care Program,Child Care Center,866 Oak Grove Rd,Concord,CA,94518,(925) 827-1848
Coronado Unified Childcare,Child Care Center,1351 Leyte Rd,San Diego,CA,92118,(619) 522-6085
Lincoln Plaza Montessori,Child Care Center,401 Q St #1704,Sacramento,CA,95811,(916) 795-1482
"Vazquez, Eunice & Isidoro Family Child Care",Family Child Care Home,,National City,CA,91950,(619) 267-5264
The Learning Experience ,Child Care Center,4831 Lone Tree Way,Antioch,CA,94531,(925) 281-7640
Kristin's Kiddieland,Child Care Center,27104 Aliso Creek Rd #150 #151,Aliso Viejo,CA,92656,(949) 903-5437
Foster Extended Day Program,Child Care Center,6550 51st Street,San Diego,CA,92120,(858) 688-2156
SAY-Jefferson Extended Day Program,Child Care Center,3770 Utah Street,San Diego,CA,92104,(858) 380-8817
SAY-Birney Preschool & Extended Day Program,Child Care Center,4345 Campus Ave,San Diego,CA,92103,(858) 405-3238
SAY-Jerabek Preschool & Extended Day Program,Child Care Center,10050 Avenida Magnifica,San Diego,CA,92131,(858) 688-2180
SAY-Miramar Ranch Extended Day Program,Child Care Center,10770 Red Cedar Drive,San Diego,CA,92131,(858) 688-2177
SAY-Standley Extended Day Program,Child Care Center,6298 Radcliff Drive,San Diego,CA,92122,(858) 688-2184
Kate Sessions Extended Day Program,Child Care Center,2150 Beryl Street,San Diego,CA,92109,(858) 610-3724
SAY-Kumeyaay Extended Day Program,Child Care Center,6475 Antigua Blvd.,San Diego,CA,92124,(858) 688-2187
EVFree Preschool,Child Care Center,2801 Brea Blvd,Fullerton,CA,92835,(714) 257-4302
SAY-Ellen Browning Scripps Extended Day Program,Child Care Center,11778 Cypress Canyon Rd,San Diego,CA,92131,(858) 693-8593
Cadman Preschool Program,Child Care Center,4370 Kamloop Ave,San Diego,CA,92117,(858) 688-2198
SAY-Doyle Extended Day Program,Child Care Center,8173 Regents Rd,San Diego,CA,92122,(858) 458-1882
SAY-Einstein Extended Day Program,Child Care Center,3035 Ash St,San Diego,CA,92102,(858) 380-8726
YMCA - Allen @ Steinbeck,Child Care Center,820 Steinbeck Dr,San Jose,CA,95123,(408) 351-6408
Burruss Family Child Care,Family Child Care Home,,Redding,CA,96003,(530) 215-3066
The Lil School,Child Care Center,8089 Madison Ave #11,Citrus Heights,CA,95610,(916) 962-2137
Dingeman Extended Day Child Care Program,Child Care Center,11107 Scripps Poway Parkway,San Diego,CA,92123,(858) 565-4148
AmeriMont Academy,Child Care Center,5360 Stonehaven Dr,Yorba Linda,CA,92887,(714) 693-7700
Oakland Garden School for Children,Child Care Center,4012 Maybelle Ave,Oakland,CA,94619,(510) 531-4800
Kids on Campus @ Knob Hill Elementary,Child Care Center,1825 Knob Hill Rd,San Marcos,CA,92069,(760) 752-1279
KidsPark Inc,Child Care Center,5440 Thornwood Dr,San Jose,CA,95123,(408) 213-0973
Sunshine - Fair Oaks Preschool,Child Care Center,26937 Silverbell Lane,Canyon Country,CA,91387,(661) 424-1900
Charlotte Findlay,Family Child Care Home,,Antelope,CA,95843,(916) 833-0974
Milestones Montessori of Irvine,Child Care Center,16601 Armstrong Ave,Irvine,CA,92606,(949) 553-0555
Cozy Cubs Inc,Child Care Center,2291 Main St,Ramona,CA,92065,(760) 787-0612
Maeola Beitzel School-Age Child Development Center,Child Care Center,8140 Caymus Dr,Sacramento,CA,95829,(916) 682-7226
Macedo Family Child Care,Family Child Care Home,,Wildomar,CA,92595,(951) 970-4485
"Patterson, Veronica Family Child Care",Family Child Care Home,,San Diego,CA,92113,(619) 861-0588
Montessori At Home,Family Child Care Home,,Irvine,CA,92612,(949) 351-5827
Cori Franklin,Family Child Care Home,,El Cajon,CA,92019,(619) 962-8348
Choi Kids Town Center,Child Care Center,18101 Lassen St,Northridge,CA,91325,(818) 886-4898
Perez Family Child Care,Family Child Care Home,,Santa Maria,CA,93454,(805) 863-3416
KCE Champions LLC @ Elevate Tierrasanta,Child Care Center,5606 Antigua Blvd,San Diego,CA,92124,(619) 746-9178
Cordova Baptist Preschool ,Child Care Center,10527 Coloma Road,Rancho Cordova,CA,95670,(916) 638-5506
Turlock Christian Schools,Child Care Center,2006 E. Tuolumne Road,Turlock,CA,95382,(209) 669-2192
Stepping Stones Preschool,Child Care Center,1001 Stone Canyon Dr,Roseville,CA,95661,(916) 772-9304
Lilia Salgao Daycare,Family Child Care Home,,Watsonville,CA,95076,(831) 763-0610
Sunrise Kids Club - Oak Hill Daycare,Child Care Center,3909 N Loop Blvd,Antelope,CA,95843,(916) 331-6042
Benitez Family Child Care,Family Child Care Home,,Rialto,CA,92376,(626) 807-4096
Dandy Lion Montessori School,Child Care Center,1089 Baden Ave.,Grover Beach,CA,93433,(805) 481-1735
Salazar Family Child Care,Family Child Care Home,,Covina,CA,91722,(626) 430-6377
Rancho Murieta Learning Center,Child Care Center,7243 Murieta Dr Ste B8,Rancho Murieta,CA,95683,(916) 354-4163
Ace Tots Preschool,Child Care Center,7204 Shoreline Dr,Stockton,CA,95219,(209) 330-1030
Iliana Lopez Family Child Care/Infant-Toddler Day Care,Family Child Care Home,,Chula Vista,CA,91913,(619) 504-8156
Mount Zion Christian School,Child Care Center,224 W California St,Ontario,CA,91762,(909) 983-2411
Dorthina Morris Family Child Care,Family Child Care Home,,Fresno,CA,93720,(559) 779-4000
Alexa's PLAYC,Child Care Center,25170 Hancock Ave,Murrieta,CA,92562,(858) 966-8797
Montessori Greenhouse Schools,Child Care Center,5856 Belgrave Ave,Garden Grove,CA,92845,(714) 897-3833
Rancho Murieta Learning Center,Child Care Center,"7274 Lone Pine, Suite 102",Rancho Murieta,CA,95683,(916) 354-4163
Ramos & Padilla Family Child Care,Family Child Care Home,,Los Angeles,CA,90016,(323) 933-1783
Sandra Castro,Family Child Care Home,,Stockton,CA,95207,(209) 451-7502
Gold Star Preschool,Child Care Center,335 South Ave,Jackson,CA,95642,(209) 256-8059
Adventure Club - Junction,Child Care Center,2150 Ellison Dr,Roseville,CA,95747,(916) 746-1260
Notre Dame Infant and Preschool Center,Child Care Center,21704 W. Golden Triangle Rd. Suite 120,Santa Clarita,CA,91350,(661) 255-0053
Notre Dame Family Services,Child Care Center,21706 W. Golden Triangle Rd. Suite 201,Santa Clarita,CA,91350,(661) 255-0053
Ekata Training Center,Child Care Center,27831 Smyth Dr,Valencia,CA,91355,(661) 255-1114
Harlan Family Child Care,Family Child Care Home,,Chino,CA,91710,(909) 364-1888
Kathryne Barracoso Family Child Care,Family Child Care Home,,Irvine,CA,92604,(949) 395-9751
The Goddard School ,Child Care Center,2021 Wildcat Blvd,Rocklin,CA,95765,(916) 778-6620
Child Development Services at Country Hills Elementary,Child Care Center,151 N Associated Rd,Brea,CA,92821,(714) 990-7527
Little Munchkins Academy,Family Child Care Home,,Hercules,CA,94547,(510) 245-0678
Ahrens Child Care Center,Child Care Center,201 N. University St.,Redlands,CA,92374,(909) 793-8601
Hill Family Child Care,Family Child Care Home,,Oxnard,CA,93036,(805) 616-8348
Alma Mendoza,Family Child Care Home,,San Jose,CA,95116,(408) 334-5018
Providence Montessori Child Care,Family Child Care Home,,Oceanside,CA,92057,(760) 722-1856
Glendale Presbyterian Preschool,Child Care Center,125 S Louise St,Glendale,CA,91205,(818) 242-2660
Faith Chapel Learning Academy,Child Care Center,9400 Campo Rd,Spring Valley,CA,91977,(619) 567-7557
Shining Stars Christian Preschool,Child Care Center,10 Goodyear,Irvine,CA,92618,(949) 305-9090
St Kieran's Preschool ,Child Care Center,1347 Camillo Way,El Cajon,CA,92021,(619) 588-6881
Milestones Montessori of Lake Forest,Child Care Center,23224 Lake Center Dr,Lake Forest,CA,92630,(949) 830-9999
Riley Family Child Care,Family Child Care Home,,Moreno Valley,CA,92553,(951) 563-7279
Small Wonders,Child Care Center,712 E Chapel Street,Santa Maria,CA,93454,(805) 260-2047
Lakeside Union School District - ESS Program (Wintergardens International Academy),Child Care Center,8501 Pueblo Rd.,Lakeside,CA,92040,(619) 390-2534
The Learning Experience ,Child Care Center,517 E Alessandro Blvd,Riverside,CA,92508,(951) 776-2459
"Trump's Del Mar Hills Nursery School, Inc",Child Care Center,13692 Mango Drive,Del Mar,CA,92014,(619) 301-7256
Betteravia Early Education Center,Child Care Center,2125 S Centerpoint Pkwy,Santa Maria,CA,93455,(805) 349-0369
Peppertree Montessori,Child Care Center,426 College Blvd Suite I,Oceanside,CA,92057,(760) 940-1931
Assurance Home Day Care,Family Child Care Home,,Menifee,CA,92585,(571) 274-0747
Montessori East County Preschool - Infant Location,Child Care Center,9840 Maine Ave.,Lakeside,CA,92040,(619) 561-0902
Family Campus Preschool,Child Care Center,10540 Chapman Ave,Garden Grove,CA,92840,(714) 741-0970
Nicole Crumble-Ward Family Child Care,Family Child Care Home,,Fresno,CA,93727,(559) 320-5985
Cuevas Family Child Care ,Family Child Care Home,,San Jancinto,CA,92582,(951) 210-0530
Buchanan Elementary ,Child Care Center,40116 Torrey Pines Rd,Murrieta,CA,92562,(951) 696-1600
Emagine U at Play	,Child Care Center,14421 Elsworth St Suite 103 & 106,Moreno Valley,CA,92553,(951) 656-3490
International School of Monterey,Child Care Center,1716 Yosemite St,Seaside,CA,93955,(831) 583-2165
Learning Lab Preschool,Child Care Center,5000 Barranca Pkwy,Irvine,CA,92604,(949) 339-3511
DMUSD After School Program @ Sage Canyon,Child Care Center,5290 Harvest Run Dr,San Diego,CA,92130,(858) 793-0071
Hurtado Family Child Care,Family Child Care Home,,Diamond Bar,CA,91765,(909) 396-7110
Evergreen Learning Center,Child Care Center,7631 Evergreen Dr,Goleta,CA,93117,(805) 685-7725
Learning Tree Montessori Preschool,Family Child Care Home,,Lancaster,CA,93534,(661) 400-5271
Country Hill Montessori Inc,Child Care Center,6131 Kenneth Ave,Fair Oaks,CA,95628,(916) 969-2929
Sunrise Children's Center,Child Care Center,1421 Rimpau Ave,Corona,CA,92879,(951) 272-2022
The Learning Experience ,Child Care Center,6153 Commerce Blvd,Rohnert Park,CA,94928,(707) 585-5992
"Kern, Gabriela Family Childcare",Family Child Care Home,,Spring Valley,CA,91977,(619) 832-6609
Wiz Child Center Inc,Child Care Center,119 West Arbor Vitae St,Inglewood,CA,90301,(310) 671-4246
"Jeffries, Maria Family Child Care",Family Child Care Home,,San Diego,CA,92105,(619) 756-7578
"Perez, Sonja Family Child Care",Family Child Care Home,,Hanford,CA,93230,(650) 534-7596
Kensington Montessori School,Child Care Center,29702 Kensington Dr,Laguna Niguel,CA,92677,(949) 363-7373
